title	imdbId	fRatings	mRatings	Ratio	Gender_Ratio
After the Rehearsal (Efter repetitionen) (1984)	87193	3	17	0.15	0.3409090909
Give My Regards to Broad Street (1984)	87337	3	17	0.15	0.3409090909
Americathon (1979)	78766	3	17	0.15	0.3409090909
Fear X (2003)	289944	3	17	0.15	0.3409090909
Rustlers' Rhapsody (1985)	89945	3	17	0.15	0.3409090909
Uncle Sam (1997)	118025	3	17	0.15	0.3409090909
I Married a Witch (1942)	34881	3	17	0.15	0.3409090909
Will Success Spoil Rock Hunter? (1957)	51196	3	17	0.15	0.3409090909
They Call Me Mister Tibbs! (1970)	66450	3	17	0.15	0.3409090909
Land of Plenty (Angst and Alienation in America) (2004)	382357	3	17	0.15	0.3409090909
Linda Linda Linda (2005)	468795	3	17	0.15	0.3409090909
Descent (2007)	463027	3	17	0.15	0.3409090909
What Would Jesus Buy? (2007)	939681	3	17	0.15	0.3409090909
Still Waiting... (2009)	1116186	3	17	0.15	0.3409090909
Dance of the Dead (2008)	926063	3	17	0.15	0.3409090909
Deadgirl (2008)	896534	3	17	0.15	0.3409090909
Heat (1972)	68688	3	17	0.15	0.3409090909
Tom and Jerry: The Movie (1992)	105616	3	17	0.15	0.3409090909
I Killed My Mother (J'ai tué ma mère) (2009)	1424797	3	17	0.15	0.3409090909
Farewell (L'affaire Farewell) (2009)	806029	3	17	0.15	0.3409090909
Tempest, The (2010)	1274300	3	17	0.15	0.3409090909
Future, The (2011)	1235170	3	17	0.15	0.3409090909
Smurfs 2, The (2013)	2017020	3	17	0.15	0.3409090909
Haunter (2013)	2345567	3	17	0.15	0.3409090909
Unknown Known, The (2013)	2390962	3	17	0.15	0.3409090909
Look of Silence, The (2014)	3521134	3	17	0.15	0.3409090909
Another 48 Hrs. (1990)	99044	80	453	0.1500938086	0.3411222923
Pitch Black (2000)	134847	465	2633	0.1500968367	0.3411291742
Rocky III (1982)	84602	373	2112	0.1501006036	0.3411377355
Death Wish 4: The Crackdown (1987)	92857	29	164	0.1502590674	0.3414978804
It Came from Beneath the Sea (1955)	48215	26	147	0.1502890173	0.3415659485
Solaris (Solyaris) (1972)	69293	126	712	0.1503579952	0.3417227164
Cars 2 (2011)	1216475	20	113	0.1503759398	0.3417634997
Red Planet (2000)	199753	271	1531	0.1503884573	0.3417919483
RoboCop (1987)	93870	921	5201	0.1504410323	0.3419114371
Kicking & Screaming (2005)	384642	17	96	0.1504424779	0.3419147224
Play Time (a.k.a. Playtime) (1967)	62136	14	79	0.1505376344	0.3421309873
Fourth Kind, The (2009)	1220198	14	79	0.1505376344	0.3421309873
Fright Night (2011)	1438176	14	79	0.1505376344	0.3421309873
Lincoln Lawyer, The (2011)	1189340	39	220	0.1505791506	0.3422253422
Carlito's Way (1993)	106519	331	1867	0.1505914468	0.3422532881
Due Date (2010)	1231583	33	186	0.1506849315	0.3424657534
Wash, The (2001)	290332	11	62	0.1506849315	0.3424657534
Cincinnati Kid, The (1965)	59037	11	62	0.1506849315	0.3424657534
You Kill Me (2007)	796375	11	62	0.1506849315	0.3424657534
Martyrs (2008)	1029234	11	62	0.1506849315	0.3424657534
The Hundred-Foot Journey (2014)	2980648	11	62	0.1506849315	0.3424657534
Kagemusha (1980)	80979	96	541	0.1507064364	0.3425146282
Inside Job (2010)	1645089	35	197	0.150862069	0.3428683386
Meteor Man, The (1993)	107563	16	90	0.1509433962	0.3430531732
Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)	228242	8	45	0.1509433962	0.3430531732
Beguiled, The (1971)	66819	8	45	0.1509433962	0.3430531732
Up the Yangtze (2007)	1114277	8	45	0.1509433962	0.3430531732
Past, The (Le passé) (2013)	2404461	8	45	0.1509433962	0.3430531732
Screwed (2000)	156323	37	208	0.1510204082	0.3432282004
Stagecoach (1939)	31971	37	208	0.1510204082	0.3432282004
Dead Presidents (1995)	112819	168	944	0.1510791367	0.3433616743
Into the Blue (2005)	378109	21	118	0.1510791367	0.3433616743
Corruptor, The (1999)	142192	110	618	0.1510989011	0.3434065934
Watchmen (2009)	409459	128	719	0.1511216057	0.3434581947
Rocky II (1979)	79817	396	2224	0.1511450382	0.3435114504
DiG! (2004)	388888	13	73	0.1511627907	0.343551797
Thor (2011)	800369	75	421	0.1512096774	0.3436583578
Bourne Identity, The (1988)	94791	49	275	0.1512345679	0.343714927
Rookie, The (1990)	100514	18	101	0.1512605042	0.3437738732
10,000 BC (2008)	443649	41	230	0.1512915129	0.3438443475
X-Men: First Class (2011)	1270798	87	488	0.1513043478	0.3438735178
Taxi (1998)	152930	23	129	0.1513157895	0.3438995215
Blown Away (1994)	109303	186	1043	0.1513425549	0.3439603521
Twilight Samurai, The (Tasogare Seibei) (2002)	351817	28	157	0.1513513514	0.343980344
Fantastic Voyage (1966)	60397	164	919	0.1514312096	0.34416184
King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)	56142	80	448	0.1515151515	0.3443526171
Alligator (1980)	80354	80	448	0.1515151515	0.3443526171
Master, The (2012)	1560747	25	140	0.1515151515	0.3443526171
Santa Sangre (1989)	98253	20	112	0.1515151515	0.3443526171
Taking Care of Business (1990)	103035	15	84	0.1515151515	0.3443526171
Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)	1144884	15	84	0.1515151515	0.3443526171
Crossroads (1986)	90888	10	56	0.1515151515	0.3443526171
Raiders of the Lost Ark: The Adaptation (1989)	772251	10	56	0.1515151515	0.3443526171
Sugar Hill (1994)	107079	5	28	0.1515151515	0.3443526171
Stuff, The (1985)	90094	5	28	0.1515151515	0.3443526171
Godzilla vs. Mechagodzilla II (Gojira VS Mekagojira) (1993)	107027	5	28	0.1515151515	0.3443526171
Incident at Loch Ness (2004)	374639	5	28	0.1515151515	0.3443526171
Kickin It Old Skool (2007)	772178	5	28	0.1515151515	0.3443526171
Kabluey (2007)	816545	5	28	0.1515151515	0.3443526171
Just Another Love Story (Kærlighed på film) (2007)	1024942	5	28	0.1515151515	0.3443526171
Aliens in the Attic (2009)	775552	5	28	0.1515151515	0.3443526171
Even the Rain (También la lluvia) (2010)	1422032	5	28	0.1515151515	0.3443526171
Tabloid (2010)	1704619	5	28	0.1515151515	0.3443526171
Midnight Special (2015)	2649554	5	28	0.1515151515	0.3443526171
Irrational Man (2015)	3715320	5	28	0.1515151515	0.3443526171
Hotel Transylvania 2 (2015)	2510894	5	28	0.1515151515	0.3443526171
Drunken Master (Jui kuen) (1978)	80179	124	694	0.1515892421	0.3445210047
Assassination of Jesse James by the Coward Robert Ford, The (2007)	443680	62	347	0.1515892421	0.3445210047
Django Unchained (2012)	1853728	99	554	0.1516079632	0.3445635528
Shoot to Kill (1988)	96098	27	151	0.1516853933	0.3447395301
Cube Zero (2004)	377713	22	123	0.1517241379	0.3448275862
Battle for the Planet of the Apes (1973)	69768	187	1045	0.1517857143	0.3449675325
Starship Troopers (1997)	120201	1035	5782	0.1518263166	0.3450598104
Jumper (2008)	489099	65	363	0.1518691589	0.3451571793
Bothersome Man, The (Brysomme mannen, Den) (2006)	808185	12	67	0.1518987342	0.3452243959
Nightmare on Elm Street, A (2010)	1179056	12	67	0.1518987342	0.3452243959
Beaver, The (2011)	1321860	12	67	0.1518987342	0.3452243959
Insurgent (2015)	2908446	12	67	0.1518987342	0.3452243959
Falling Down (1993)	106856	379	2115	0.1519647153	0.345374353
Team America: World Police (2004)	372588	135	753	0.152027027	0.3455159705
Through a Glass Darkly (Såsom i en spegel) (1961)	55499	14	78	0.152173913	0.3458498024
Recount (2008)	1000771	14	78	0.152173913	0.3458498024
Alarmist, The (a.k.a. Life During Wartime) (1997)	119534	7	39	0.152173913	0.3458498024
Stardom (2000)	192949	7	39	0.152173913	0.3458498024
Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999)	223530	7	39	0.152173913	0.3458498024
Holcroft Covenant, The (1985)	89283	7	39	0.152173913	0.3458498024
Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991)	101991	7	39	0.152173913	0.3458498024
Christmas Tale, A (Un conte de Noël) (2008)	993789	7	39	0.152173913	0.3458498024
House of the Devil, The (2009)	1172994	7	39	0.152173913	0.3458498024
Trumbo (2015)	3203606	7	39	0.152173913	0.3458498024
Eye in the Sky (2016)	2057392	7	39	0.152173913	0.3458498024
Escape from L.A. (1996)	116225	401	2234	0.1521821632	0.3458685527
From Russia with Love (1963)	57076	470	2618	0.1522020725	0.3459138012
Virtuosity (1995)	114857	194	1080	0.1522762951	0.3460824889
Silverado (1985)	90022	48	267	0.1523809524	0.3463203463
Let It Ride (1989)	97731	25	139	0.1524390244	0.3464523282
Role Models (2008)	430922	54	300	0.1525423729	0.3466872111
Shiri (Swiri) (1999)	192657	9	50	0.1525423729	0.3466872111
Three Musketeers, The (2011)	1509767	9	50	0.1525423729	0.3466872111
Army of Darkness (1993)	106308	749	4156	0.1527013252	0.3470484663
We Were Soldiers (2002)	277434	166	921	0.1527138914	0.347077026
Virus (1999)	120458	128	710	0.1527446301	0.3471468865
Holy Mountain, The (Montaña sagrada, La) (1973)	71615	11	61	0.1527777778	0.3472222222
Meet Dave (2008)	765476	11	61	0.1527777778	0.3472222222
Brüno (Bruno) (2009)	889583	46	255	0.1528239203	0.3473270915
Assassination (1987)	92585	13	72	0.1529411765	0.3475935829
Visitor Q (Bizita Q) (2001)	290329	13	72	0.1529411765	0.3475935829
Taxi 2 (2000)	183869	13	72	0.1529411765	0.3475935829
S.W.A.T. (2003)	257076	93	515	0.1529605263	0.3476375598
Ghosts of Mars (2001)	228333	84	465	0.1530054645	0.347739692
Cove, The (2009)	1313104	28	155	0.1530054645	0.347739692
Louis C.K.: Hilarious (2010)	1421373	28	155	0.1530054645	0.347739692
Babylon 5: Thirdspace (1998)	121804	17	94	0.1531531532	0.3480753481
Flyboys (2006)	454824	17	94	0.1531531532	0.3480753481
Tower Heist (2011)	471042	17	94	0.1531531532	0.3480753481
View to a Kill, A (1985)	90264	263	1453	0.1532634033	0.3483259165
Extract (2009)	1225822	21	116	0.1532846715	0.3483742535
Replacement Killers, The (1998)	120008	260	1436	0.1533018868	0.3484133791
Running Scared (1986)	91875	144	795	0.1533546326	0.3485332559
Escape from the Planet of the Apes (1971)	67065	274	1512	0.1534154535	0.3486714853
Source Code (2011)	945513	91	502	0.1534569983	0.3487659053
McHale's Navy (1997)	119640	121	667	0.1535532995	0.3489847716
300 (2007)	416449	204	1122	0.1538461538	0.3496503497
Step Brothers (2008)	838283	46	253	0.1538461538	0.3496503497
Next (2007)	435705	44	242	0.1538461538	0.3496503497
Louis C.K.: Live at the Beacon Theater (2011)	2112999	22	121	0.1538461538	0.3496503497
Exterminating Angel, The (Ángel exterminador, El) (1962)	56732	20	110	0.1538461538	0.3496503497
Scarface (1932)	23427	20	110	0.1538461538	0.3496503497
Last Airbender, The (2010)	938283	20	110	0.1538461538	0.3496503497
Leatherheads (2008)	379865	18	99	0.1538461538	0.3496503497
Little Dieter Needs to Fly (1997)	145046	16	88	0.1538461538	0.3496503497
Devil Rides Out, The (1968)	62885	10	55	0.1538461538	0.3496503497
Midnight Madness (1980)	81159	10	55	0.1538461538	0.3496503497
Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje) (1977)	76734	10	55	0.1538461538	0.3496503497
Sands of Iwo Jima (1949)	41841	10	55	0.1538461538	0.3496503497
Shivers (They Came from Within) (1975)	73705	10	55	0.1538461538	0.3496503497
Race to Witch Mountain (2009)	1075417	10	55	0.1538461538	0.3496503497
Deadly Mantis, The (1957)	50294	8	44	0.1538461538	0.3496503497
Extreme Ops (2002)	283160	8	44	0.1538461538	0.3496503497
Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975)	72913	8	44	0.1538461538	0.3496503497
Captains Courageous (1937)	28691	8	44	0.1538461538	0.3496503497
61* (2001)	250934	8	44	0.1538461538	0.3496503497
Babylon 5: The Gathering (1993)	106336	8	44	0.1538461538	0.3496503497
Deception (2008)	800240	8	44	0.1538461538	0.3496503497
Rolling Thunder (1977)	76637	6	33	0.1538461538	0.3496503497
Hill, The (1965)	59274	6	33	0.1538461538	0.3496503497
Voices of a Distant Star (Hoshi no koe) (2003)	370754	6	33	0.1538461538	0.3496503497
Night of the Generals, The (1967)	62038	6	33	0.1538461538	0.3496503497
Penitentiary II (1982)	84485	4	22	0.1538461538	0.3496503497
Cousins in Love (a.k.a. Tender Cousins) (Tendres Cousines) (1980)	81614	4	22	0.1538461538	0.3496503497
Incubus, The (1981)	84133	4	22	0.1538461538	0.3496503497
Soupe aux Choux, La (1981)	83109	4	22	0.1538461538	0.3496503497
That Night in Varennes (Nuit de Varennes, La) (1982)	84423	4	22	0.1538461538	0.3496503497
Jack and the Beanstalk (1952)	44762	4	22	0.1538461538	0.3496503497
Epidemic (1988)	92972	4	22	0.1538461538	0.3496503497
The Tall Blond Man with One Black Shoe (1972)	68655	4	22	0.1538461538	0.3496503497
Warrior, The (2001)	295682	4	22	0.1538461538	0.3496503497
God Who Wasn't There, The (2005)	455507	4	22	0.1538461538	0.3496503497
Story of Floating Weeds, A (Ukikusa monogatari) (1934)	25929	4	22	0.1538461538	0.3496503497
Daisies (Sedmikrasky) (1966)	60959	4	22	0.1538461538	0.3496503497
Confessions of a Superhero (2007)	1016164	4	22	0.1538461538	0.3496503497
What Doesn't Kill You (2008)	1133991	4	22	0.1538461538	0.3496503497
Fail Safe (2000)	235376	4	22	0.1538461538	0.3496503497
Mega Shark vs. Giant Octopus (2009)	1350498	4	22	0.1538461538	0.3496503497
Tomorrow, When the War Began (2010)	1456941	4	22	0.1538461538	0.3496503497
Dylan Moran: Monster (2004)	439553	4	22	0.1538461538	0.3496503497
Possession, The (2012)	431021	4	22	0.1538461538	0.3496503497
Redemption (Hummingbird) (2013)	1893256	4	22	0.1538461538	0.3496503497
Venus in Fur (La Vénus à la fourrure) (2013)	2406252	4	22	0.1538461538	0.3496503497
Doctor Who: The Time of the Doctor (2013)	2986512	4	22	0.1538461538	0.3496503497
Aloha (2015)	1243974	4	22	0.1538461538	0.3496503497
Super 8 (2011)	1650062	67	368	0.1540229885	0.3500522466
Mariachi, El (1992)	104815	309	1697	0.1540378863	0.3500861053
Rundown, The (2003)	327850	61	335	0.154040404	0.3500918274
Mr. Nobody (2009)	485947	31	170	0.1542288557	0.3505201266
Safety Not Guaranteed (2012)	1862079	31	170	0.1542288557	0.3505201266
Blade II (2002)	187738	215	1179	0.1542324247	0.3505282379
Tears of the Sun (2003)	314353	71	389	0.1543478261	0.3507905138
Species II (1998)	120841	184	1008	0.1543624161	0.350823673
Hostage (2005)	340163	46	252	0.1543624161	0.350823673
Raise the Titanic (1980)	81400	23	126	0.1543624161	0.350823673
Bad Santa (2003)	307987	130	712	0.1543942993	0.3508961347
Karate Kid, The (2010)	1155076	21	115	0.1544117647	0.3509358289
Life and Death of Colonel Blimp, The (1943)	36112	19	104	0.1544715447	0.3510716925
Legend of Drunken Master, The (Jui kuen II) (1994)	111512	215	1176	0.1545650611	0.3512842298
Bait (2000)	211938	47	257	0.1546052632	0.3513755981
Boondock Saints, The (2000)	144117	218	1192	0.1546099291	0.3513862025
Cloverfield (2008)	1060277	107	585	0.1546242775	0.3514188124
Pathfinder (2007)	446013	15	82	0.1546391753	0.351452671
Alvarez Kelly (1966)	60095	13	71	0.1547619048	0.3517316017
Ride the High Country (1962)	56412	13	71	0.1547619048	0.3517316017
Short Film About Love, A (Krótki film o milosci) (1988)	95467	13	71	0.1547619048	0.3517316017
It Follows (2014)	3235888	13	71	0.1547619048	0.3517316017
Naked Lunch (1991)	102511	50	273	0.1547987616	0.3518153673
Octagon, The (1980)	81259	11	60	0.1549295775	0.3521126761
Nowhere to Run (1993)	107711	11	60	0.1549295775	0.3521126761
3 Idiots (2009)	1187043	11	60	0.1549295775	0.3521126761
Presto (2008)	1245104	11	60	0.1549295775	0.3521126761
Wreck-It Ralph (2012)	1772341	49	267	0.1550632911	0.3524165708
Silver Streak (1976)	75223	27	147	0.1551724138	0.3526645768
Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993)	108592	9	49	0.1551724138	0.3526645768
Good Morning (Ohayô) (1959)	53134	9	49	0.1551724138	0.3526645768
Rock of Ages (2012)	1336608	9	49	0.1551724138	0.3526645768
Life Itself (2014)	2382298	9	49	0.1551724138	0.3526645768
Good Luck Chuck (2007)	452625	25	136	0.1552795031	0.3529079616
Bad Day at Black Rock (1955)	47849	23	125	0.1554054054	0.3531941032
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)	110027	191	1038	0.1554109032	0.3532065981
Heat (1995)	113277	932	5065	0.1554110389	0.3532069065
Eddie Murphy Raw (1987)	92948	118	641	0.1554677207	0.3533357288
Great Escape, The (1963)	57115	619	3362	0.1554885707	0.3533831153
Kiss of Death (1995)	113552	86	467	0.1555153707	0.3534440243
One False Move (1992)	102592	84	456	0.1555555556	0.3535353535
Two Jakes, The (1990)	100828	49	266	0.1555555556	0.3535353535
Saw V (2008)	1132626	21	114	0.1555555556	0.3535353535
Sink the Bismark! (1960)	54310	14	76	0.1555555556	0.3535353535
Intolerance: Love's Struggle Throughout the Ages (1916)	6864	14	76	0.1555555556	0.3535353535
Dark Star (1974)	69945	14	76	0.1555555556	0.3535353535
Going Places (Valseuses, Les) (1974)	72353	7	38	0.1555555556	0.3535353535
Simon (1980)	81518	7	38	0.1555555556	0.3535353535
Henry V (Chronicle History of King Henry the Fift with His Battell Fought at Agincourt in France, The) (1944)	36910	7	38	0.1555555556	0.3535353535
Loneliness of the Long Distance Runner, The (1962)	56194	7	38	0.1555555556	0.3535353535
The Missouri Breaks (1976)	74906	7	38	0.1555555556	0.3535353535
Memories (Memorîzu) (1995)	113799	7	38	0.1555555556	0.3535353535
I Love You, Beth Cooper (2009)	1032815	7	38	0.1555555556	0.3535353535
Havre, Le (2011)	1508675	7	38	0.1555555556	0.3535353535
Fletch Lives (1989)	97366	185	1004	0.1555929352	0.3536203074
Hero (Ying xiong) (2002)	299977	187	1014	0.1557035803	0.3538717735
Gods and Generals (2003)	279111	19	103	0.1557377049	0.3539493294
Tokyo Story (Tôkyô monogatari) (1953)	46438	31	168	0.1557788945	0.354042942
Big Hit, The (1998)	120609	172	932	0.1557971014	0.3540843215
Death Proof (2007)	1028528	79	428	0.1558185404	0.3541330464
Liberty Stands Still (2002)	280870	12	65	0.1558441558	0.3541912633
Into the Night (1985)	89346	12	65	0.1558441558	0.3541912633
Blackadder's Christmas Carol (1988)	94754	12	65	0.1558441558	0.3541912633
Fruitvale Station (2013)	2334649	12	65	0.1558441558	0.3541912633
Alan Smithee Film: Burn Hollywood Burn, An (1997)	118577	17	92	0.1559633028	0.3544620517
Steamboat Bill, Jr. (1928)	19421	17	92	0.1559633028	0.3544620517
Cedar Rapids (2011)	1477837	17	92	0.1559633028	0.3544620517
22 Jump Street (2014)	2294449	22	119	0.1560283688	0.3546099291
Inside Llewyn Davis (2013)	2042568	27	146	0.1560693642	0.3547031004
Ipcress File, The (1965)	59319	69	373	0.1561085973	0.3547922666
Ballistic: Ecks vs. Sever (2002)	308208	45	243	0.15625	0.3551136364
Day of the Triffids, The (1962)	55894	25	135	0.15625	0.3551136364
Splice (2009)	1017460	25	135	0.15625	0.3551136364
Wagons East (1994)	111653	15	81	0.15625	0.3551136364
Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992)	105839	15	81	0.15625	0.3551136364
Dead Man's Shoes (2004)	419677	15	81	0.15625	0.3551136364
School for Scoundrels (2006)	462519	15	81	0.15625	0.3551136364
Immortel (ad vitam) (Immortal) (2004)	314063	10	54	0.15625	0.3551136364
Rite, The (2011)	1161864	10	54	0.15625	0.3551136364
Company Business (1991)	101606	5	27	0.15625	0.3551136364
Run (1991)	102818	5	27	0.15625	0.3551136364
Blame It on the Bellboy (1992)	103827	5	27	0.15625	0.3551136364
The Cruel Sea (1953)	45659	5	27	0.15625	0.3551136364
Only Yesterday (Omohide poro poro) (1991)	102587	5	27	0.15625	0.3551136364
Harvie Krumpet (2003)	382734	5	27	0.15625	0.3551136364
Prime Cut (1972)	69121	5	27	0.15625	0.3551136364
It's a Gift (1934)	25318	5	27	0.15625	0.3551136364
9/11 (2002)	312318	5	27	0.15625	0.3551136364
Straight Time (1978)	78326	5	27	0.15625	0.3551136364
Flight of the Red Balloon (2007)	826711	5	27	0.15625	0.3551136364
Where the Sidewalk Ends (1950)	43132	5	27	0.15625	0.3551136364
Lymelife (2008)	363780	5	27	0.15625	0.3551136364
Still Walking (Aruitemo aruitemo) (2008)	1087578	5	27	0.15625	0.3551136364
Odd Life of Timothy Green, The (2012)	1462769	5	27	0.15625	0.3551136364
Pompeii (2014)	1921064	5	27	0.15625	0.3551136364
Celtic Pride (1996)	115851	43	232	0.1563636364	0.3553719008
Clerks II (2006)	424345	81	437	0.1563706564	0.3553878554
Transformers (2007)	418279	153	825	0.1564417178	0.3555493586
Final Fantasy: The Spirits Within (2001)	173840	383	2065	0.1564542484	0.3555778372
Death Wish 5: The Face of Death (1994)	109578	23	124	0.156462585	0.3555967842
Animal Kingdom (2010)	1313092	23	124	0.156462585	0.3555967842
Altered States (1980)	80360	110	593	0.1564722617	0.3556187767
Fury, The (1978)	77588	41	221	0.1564885496	0.3556557946
Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)	87344	72	388	0.1565217391	0.3557312253
Tron (1982)	84827	708	3814	0.1565678903	0.3558361144
Striking Distance (1993)	108238	106	571	0.1565731167	0.3558479925
Those Magnificent Men in Their Flying Machines (1965)	59797	13	70	0.156626506	0.3559693319
Thin Red Line, The (1998)	120863	594	3198	0.1566455696	0.3560126582
Box, The (2009)	362478	21	113	0.1567164179	0.3561736771
Color of Night (1994)	109456	109	586	0.1568345324	0.356442119
Transsiberian (2008)	800241	24	129	0.1568627451	0.3565062389
Pickup on South Street (1953)	46187	16	86	0.1568627451	0.3565062389
Wings of Courage (1995)	114952	8	43	0.1568627451	0.3565062389
Christmas Carol, A (1984)	87056	8	43	0.1568627451	0.3565062389
My Winnipeg (2007)	1093842	8	43	0.1568627451	0.3565062389
Doulos, Le (1962)	54821	8	43	0.1568627451	0.3565062389
Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold) (2011)	1743720	8	43	0.1568627451	0.3565062389
Muppets Most Wanted (2014)	2281587	8	43	0.1568627451	0.3565062389
Cannonball Run, The (1981)	82136	137	736	0.156930126	0.3566593773
xXx: State of the Union (2005)	329774	27	145	0.1569767442	0.3567653277
Kick-Ass (2010)	1250777	112	601	0.1570827489	0.3570062476
Sand Pebbles, The (1966)	60934	41	220	0.1570881226	0.3570184605
Lonely Are the Brave (1962)	56195	22	118	0.1571428571	0.3571428571
George Washington (2000)	262432	22	118	0.1571428571	0.3571428571
Nebraska (2013)	1821549	25	134	0.1572327044	0.3573470555
Cronos (1993)	104029	64	343	0.1572481572	0.3573821756
Night, The (Notte, La) (1960)	54130	14	75	0.1573033708	0.3575076609
This Is 40 (2012)	1758830	14	75	0.1573033708	0.3575076609
Seven Psychopaths (2012)	1931533	34	182	0.1574074074	0.3577441077
Slaughterhouse-Five (1972)	69280	26	139	0.1575757576	0.3581267218
Spy Who Came in from the Cold, The (1965)	59749	26	139	0.1575757576	0.3581267218
Beyond the Poseidon Adventure (1979)	78856	32	171	0.157635468	0.3582624272
National Security (2003)	271668	32	171	0.157635468	0.3582624272
Gone Girl (2014)	2267998	67	358	0.1576470588	0.3582887701
Moon (2009)	1182345	120	641	0.1576872536	0.3583801218
Layer Cake (2004)	375912	85	454	0.1576994434	0.3584078259
Easy Money (1983)	85470	53	283	0.1577380952	0.358495671
Rango (2011)	1192628	48	256	0.1578947368	0.3588516746
Blue Collar (1978)	77248	36	192	0.1578947368	0.3588516746
Memoirs of an Invisible Man (1992)	104850	24	128	0.1578947368	0.3588516746
Night and Fog (Nuit et brouillard) (1955)	48434	18	96	0.1578947368	0.3588516746
Sin Nombre (2009)	1127715	18	96	0.1578947368	0.3588516746
Bernie (2011)	1704573	18	96	0.1578947368	0.3588516746
Saw VI (2009)	1233227	15	80	0.1578947368	0.3588516746
Three Ages (1923)	14538	12	64	0.1578947368	0.3588516746
Game Plan, The (2007)	492956	12	64	0.1578947368	0.3588516746
Short Term 12 (2013)	2370248	12	64	0.1578947368	0.3588516746
Veronica Mars (2014)	2771372	12	64	0.1578947368	0.3588516746
Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane) (1980)	81237	9	48	0.1578947368	0.3588516746
Tank (1984)	88224	9	48	0.1578947368	0.3588516746
Naked City, The (1948)	40636	9	48	0.1578947368	0.3588516746
Carriers (2009)	806203	9	48	0.1578947368	0.3588516746
Great Beauty, The (Grande Bellezza, La) (2013)	2358891	9	48	0.1578947368	0.3588516746
Good Morning, Babylon (1987)	93104	6	32	0.1578947368	0.3588516746
Colonel Redl (Oberst Redl) (1985)	89716	6	32	0.1578947368	0.3588516746
Devil Bat, The (1940)	32390	6	32	0.1578947368	0.3588516746
Gator (1976)	74564	6	32	0.1578947368	0.3588516746
Stoked: The Rise and Fall of Gator (2002)	271211	6	32	0.1578947368	0.3588516746
Human Condition II, The (Ningen no joken II) (1959)	53115	6	32	0.1578947368	0.3588516746
Red Lights (Feux rouges) (2004)	365190	6	32	0.1578947368	0.3588516746
Ginger Snaps Back: The Beginning (2004)	365265	6	32	0.1578947368	0.3588516746
Shooting Dogs (a.k.a. Beyond the Gates) (2005)	420901	6	32	0.1578947368	0.3588516746
S. Darko (S. Darko: A Donnie Darko Tale) (2009)	1231277	6	32	0.1578947368	0.3588516746
Kid With a Bike, The (Le gamin au vélo) (2011)	1827512	6	32	0.1578947368	0.3588516746
Darkest Hour, The (2011)	1093357	6	32	0.1578947368	0.3588516746
Home (2015)	2224026	6	32	0.1578947368	0.3588516746
Midnight Run (1988)	95631	448	2385	0.1581362513	0.3594005712
Leviathan (1989)	97737	53	282	0.1582089552	0.3595658073
Hoffa (1992)	104427	22	117	0.1582733813	0.3597122302
Damned United, The (2009)	1226271	19	101	0.1583333333	0.3598484848
Ready to Rumble (2000)	217756	54	287	0.1583577713	0.3599040256
Sherlock Holmes: A Game of Shadows (2011)	1515091	67	356	0.158392435	0.3599828068
Breakheart Pass (1975)	72735	16	85	0.1584158416	0.3600360036
Spring Break (1983)	86352	16	85	0.1584158416	0.3600360036
Patton (1970)	66206	572	3038	0.1584487535	0.3601108033
Four Brothers (2005)	430105	42	223	0.158490566	0.3602058319
EuroTrip (2004)	356150	65	345	0.1585365854	0.3603104213
Train, The (1964)	59825	13	69	0.1585365854	0.3603104213
Jack the Giant Slayer (2013)	1351685	13	69	0.1585365854	0.3603104213
In a World... (2013)	2294677	13	69	0.1585365854	0.3603104213
North Dallas Forty (1979)	79640	88	467	0.1585585586	0.3603603604
Deuce Bigalow: European Gigolo (2005)	367652	23	122	0.1586206897	0.3605015674
Creepshow 2 (1987)	92796	66	350	0.1586538462	0.3605769231
Spartan (2004)	360009	53	281	0.1586826347	0.3606423517
Better Living Through Circuitry (1999)	207998	10	53	0.1587301587	0.3607503608
White Hunter, Black Heart (1990)	100928	10	53	0.1587301587	0.3607503608
Set-Up, The (1949)	41859	10	53	0.1587301587	0.3607503608
Paranormal Activity 3 (2011)	1778304	10	53	0.1587301587	0.3607503608
Irreversible (Irréversible) (2002)	290673	54	286	0.1588235294	0.3609625668
Assassination of Richard Nixon, The (2004)	364961	27	143	0.1588235294	0.3609625668
Why We Fight (2005)	436971	34	180	0.1588785047	0.3610875106
Head On (1998)	138487	17	90	0.1588785047	0.3610875106
3:10 to Yuma (2007)	381849	123	651	0.1589147287	0.3611698379
